"method","true_group","tau_true","iteration","estimate"
"DP Bayes","Group B (tau=4)",4,173,3.9095002448958
"Flexible","Group B (tau=4)",4,173,3.89567143745197
"L0 (L=0.5)","Group B (tau=4)",4,173,3.91086193819836
"Pooled","Group B (tau=4)",4,173,2.54927433137681
"DP Bayes","Group A (tau=2)",2,174,2.03405113689666
"Flexible","Group A (tau=2)",2,174,2.05208456704691
"L0 (L=0.5)","Group A (tau=2)",2,174,2.03630331661351
"Pooled","Group A (tau=2)",2,174,2.62490674540946
"DP Bayes","Group B (tau=4)",4,174,4.00030525838119
"Flexible","Group B (tau=4)",4,174,3.98758529629586
"L0 (L=0.5)","Group B (tau=4)",4,174,3.99831474593333
"Pooled","Group B (tau=4)",4,174,2.62490674540946
"DP Bayes","Group A (tau=2)",2,175,2.09508205295535
"Flexible","Group A (tau=2)",2,175,2.10725721045165
"L0 (L=0.5)","Group A (tau=2)",2,175,2.10156312384326
"Pooled","Group A (tau=2)",2,175,2.67824541766798
"DP Bayes","Group B (tau=4)",4,175,4.01681387075699
"Flexible","Group B (tau=4)",4,175,4.05399986086877
"L0 (L=0.5)","Group B (tau=4)",4,175,4.02383743659237
"Pooled","Group B (tau=4)",4,175,2.67824541766798
"DP Bayes","Group A (tau=2)",2,176,1.98512165666428
"Flexible","Group A (tau=2)",2,176,1.99357773840947
"L0 (L=0.5)","Group A (tau=2)",2,176,1.99264224927395
"Pooled","Group A (tau=2)",2,176,2.59879797636219
"DP Bayes","Group B (tau=4)",4,176,4.01607250504401
"Flexible","Group B (tau=4)",4,176,4.0083031966775
"L0 (L=0.5)","Group B (tau=4)",4,176,4.0131613395681
"Pooled","Group B (tau=4)",4,176,2.59879797636219
"DP Bayes","Group A (tau=2)",2,177,2.00270491520004
"Flexible","Group A (tau=2)",2,177,1.99477057412212
"L0 (L=0.5)","Group A (tau=2)",2,177,2.00752287894205
"Pooled","Group A (tau=2)",2,177,2.59753301262943
"DP Bayes","Group B (tau=4)",4,177,3.96257907635593
"Flexible","Group B (tau=4)",4,177,3.95608524756055
"L0 (L=0.5)","Group B (tau=4)",4,177,3.97422332456665
"Pooled","Group B (tau=4)",4,177,2.59753301262943
"DP Bayes","Group A (tau=2)",2,178,1.97114142217429
"Flexible","Group A (tau=2)",2,178,1.94632834447504
"L0 (L=0.5)","Group A (tau=2)",2,178,1.96864384594237
"Pooled","Group A (tau=2)",2,178,2.58174239673531
"DP Bayes","Group B (tau=4)",4,178,4.01795988890998
"Flexible","Group B (tau=4)",4,178,4.02686314669169
"L0 (L=0.5)","Group B (tau=4)",4,178,4.01230568191882
"Pooled","Group B (tau=4)",4,178,2.58174239673531
"DP Bayes","Group A (tau=2)",2,179,1.97677977758365
"Flexible","Group A (tau=2)",2,179,1.96852209206148
"L0 (L=0.5)","Group A (tau=2)",2,179,1.9793174130431
"Pooled","Group A (tau=2)",2,179,2.57617057181043
"DP Bayes","Group B (tau=4)",4,179,3.97390160665114
"Flexible","Group B (tau=4)",4,179,3.97121549096942
"L0 (L=0.5)","Group B (tau=4)",4,179,3.96882794226754
"Pooled","Group B (tau=4)",4,179,2.57617057181043
"DP Bayes","Group A (tau=2)",2,180,1.9875185505886
"Flexible","Group A (tau=2)",2,180,1.99478208740146
"L0 (L=0.5)","Group A (tau=2)",2,180,1.98304606972587
"Pooled","Group A (tau=2)",2,180,2.56248300471933
"DP Bayes","Group B (tau=4)",4,180,3.91425314280083
"Flexible","Group B (tau=4)",4,180,3.90354475773867
"L0 (L=0.5)","Group B (tau=4)",4,180,3.91450251970409
"Pooled","Group B (tau=4)",4,180,2.56248300471933
"DP Bayes","Group A (tau=2)",2,181,1.98550120976949
"Flexible","Group A (tau=2)",2,181,2.00336103811959
"L0 (L=0.5)","Group A (tau=2)",2,181,1.98212039737198
"Pooled","Group A (tau=2)",2,181,2.61275260437227
"DP Bayes","Group B (tau=4)",4,181,4.07510658828414
"Flexible","Group B (tau=4)",4,181,4.07497058255812
"L0 (L=0.5)","Group B (tau=4)",4,181,4.08422775403961
"Pooled","Group B (tau=4)",4,181,2.61275260437227
"DP Bayes","Group A (tau=2)",2,182,1.99620225804993
"Flexible","Group A (tau=2)",2,182,2.01213155381036
"L0 (L=0.5)","Group A (tau=2)",2,182,1.98924820255008
"Pooled","Group A (tau=2)",2,182,2.59825327850359
"DP Bayes","Group B (tau=4)",4,182,4.01734557553892
"Flexible","Group B (tau=4)",4,182,4.01043174417597
"L0 (L=0.5)","Group B (tau=4)",4,182,4.01926512239514
"Pooled","Group B (tau=4)",4,182,2.59825327850359
"DP Bayes","Group A (tau=2)",2,183,2.00541218022601
"Flexible","Group A (tau=2)",2,183,1.99541527220903
"L0 (L=0.5)","Group A (tau=2)",2,183,2.00602534065859
"Pooled","Group A (tau=2)",2,183,2.60155608988378
"DP Bayes","Group B (tau=4)",4,183,3.99667392389339
"Flexible","Group B (tau=4)",4,183,3.95771945019491
"L0 (L=0.5)","Group B (tau=4)",4,183,3.99112783807592
"Pooled","Group B (tau=4)",4,183,2.60155608988378
"DP Bayes","Group A (tau=2)",2,184,2.02485067194076
"Flexible","Group A (tau=2)",2,184,2.03170376390899
"L0 (L=0.5)","Group A (tau=2)",2,184,2.02537376449032
"Pooled","Group A (tau=2)",2,184,2.60873728174348
"DP Bayes","Group B (tau=4)",4,184,3.96883701628166
"Flexible","Group B (tau=4)",4,184,3.98359240558763
"L0 (L=0.5)","Group B (tau=4)",4,184,3.96991882200086
"Pooled","Group B (tau=4)",4,184,2.60873728174348
"DP Bayes","Group A (tau=2)",2,185,2.00507323071708
"Flexible","Group A (tau=2)",2,185,2.00872975512199
"L0 (L=0.5)","Group A (tau=2)",2,185,2.00755877817567
"Pooled","Group A (tau=2)",2,185,2.63332598393485
"DP Bayes","Group B (tau=4)",4,185,4.0949458391083
"Flexible","Group B (tau=4)",4,185,4.06720770761541
"L0 (L=0.5)","Group B (tau=4)",4,185,4.09344946403962
"Pooled","Group B (tau=4)",4,185,2.63332598393485
"DP Bayes","Group A (tau=2)",2,186,2.02850461666817
"Flexible","Group A (tau=2)",2,186,2.02414360030002
"L0 (L=0.5)","Group A (tau=2)",2,186,2.02565162002695
"Pooled","Group A (tau=2)",2,186,2.63147567165612
"DP Bayes","Group B (tau=4)",4,186,4.04487956758925
"Flexible","Group B (tau=4)",4,186,4.05200759816224
"L0 (L=0.5)","Group B (tau=4)",4,186,4.04506512545752
"Pooled","Group B (tau=4)",4,186,2.63147567165612
"DP Bayes","Group A (tau=2)",2,187,1.99043398964577
"Flexible","Group A (tau=2)",2,187,2.01044766083236
"L0 (L=0.5)","Group A (tau=2)",2,187,1.99356198306084
"Pooled","Group A (tau=2)",2,187,2.61046491889978
"DP Bayes","Group B (tau=4)",4,187,4.05145816639056
"Flexible","Group B (tau=4)",4,187,4.09418102487401
"L0 (L=0.5)","Group B (tau=4)",4,187,4.04990510252399
"Pooled","Group B (tau=4)",4,187,2.61046491889978
"DP Bayes","Group A (tau=2)",2,188,1.97371071577367
"Flexible","Group A (tau=2)",2,188,1.98028544936461
"L0 (L=0.5)","Group A (tau=2)",2,188,1.97592801498151
"Pooled","Group A (tau=2)",2,188,2.5638914368967
"DP Bayes","Group B (tau=4)",4,188,3.93696513828244
"Flexible","Group B (tau=4)",4,188,3.95248904626201
"L0 (L=0.5)","Group B (tau=4)",4,188,3.93580608803212
"Pooled","Group B (tau=4)",4,188,2.5638914368967
"DP Bayes","Group A (tau=2)",2,189,2.02618546432285
"Flexible","Group A (tau=2)",2,189,2.03222629919499
"L0 (L=0.5)","Group A (tau=2)",2,189,2.02346032970346
"Pooled","Group A (tau=2)",2,189,2.60896778852732
"DP Bayes","Group B (tau=4)",4,189,3.97838101546359
"Flexible","Group B (tau=4)",4,189,3.98047699945332
"L0 (L=0.5)","Group B (tau=4)",4,189,3.97515185911633
"Pooled","Group B (tau=4)",4,189,2.60896778852732
"DP Bayes","Group A (tau=2)",2,190,2.01597362734879
"Flexible","Group A (tau=2)",2,190,2.03206920497146
"L0 (L=0.5)","Group A (tau=2)",2,190,2.01573941451635
"Pooled","Group A (tau=2)",2,190,2.63657451536948
"DP Bayes","Group B (tau=4)",4,190,4.08254698283327
"Flexible","Group B (tau=4)",4,190,4.06195291567303
"L0 (L=0.5)","Group B (tau=4)",4,190,4.08518975069346
"Pooled","Group B (tau=4)",4,190,2.63657451536948
"DP Bayes","Group A (tau=2)",2,191,2.03441712970362
"Flexible","Group A (tau=2)",2,191,2.03914619214353
"L0 (L=0.5)","Group A (tau=2)",2,191,2.03562372615782
"Pooled","Group A (tau=2)",2,191,2.63081659988436
"DP Bayes","Group B (tau=4)",4,191,4.01784814474017
"Flexible","Group B (tau=4)",4,191,4.05455208739859
"L0 (L=0.5)","Group B (tau=4)",4,191,4.01959997191298
"Pooled","Group B (tau=4)",4,191,2.63081659988436
"DP Bayes","Group A (tau=2)",2,192,2.01198124163734
"Flexible","Group A (tau=2)",2,192,2.00778158854995
"L0 (L=0.5)","Group A (tau=2)",2,192,2.00818712849287
"Pooled","Group A (tau=2)",2,192,2.62145179628246
"DP Bayes","Group B (tau=4)",4,192,4.05917471938574
"Flexible","Group B (tau=4)",4,192,4.05947939727791
"L0 (L=0.5)","Group B (tau=4)",4,192,4.05240268779151
"Pooled","Group B (tau=4)",4,192,2.62145179628246
"DP Bayes","Group A (tau=2)",2,193,2.02991090996399
"Flexible","Group A (tau=2)",2,193,2.008902040543
"L0 (L=0.5)","Group A (tau=2)",2,193,2.03267171342553
"Pooled","Group A (tau=2)",2,193,2.62031222686687
"DP Bayes","Group B (tau=4)",4,193,3.9864264906751
"Flexible","Group B (tau=4)",4,193,3.95410073089685
"L0 (L=0.5)","Group B (tau=4)",4,193,3.99147342489665
"Pooled","Group B (tau=4)",4,193,2.62031222686687
"DP Bayes","Group A (tau=2)",2,194,1.92087841650675
"Flexible","Group A (tau=2)",2,194,1.94337258693928
"L0 (L=0.5)","Group A (tau=2)",2,194,1.92559114941847
"Pooled","Group A (tau=2)",2,194,2.51580855175861
"DP Bayes","Group B (tau=4)",4,194,3.90326960861108
"Flexible","Group B (tau=4)",4,194,3.93621328410047
"L0 (L=0.5)","Group B (tau=4)",4,194,3.89298249055228
"Pooled","Group B (tau=4)",4,194,2.51580855175861
"DP Bayes","Group A (tau=2)",2,195,1.96788532774701
"Flexible","Group A (tau=2)",2,195,1.95162419267341
"L0 (L=0.5)","Group A (tau=2)",2,195,1.9706799909704
"Pooled","Group A (tau=2)",2,195,2.57654233005703
"DP Bayes","Group B (tau=4)",4,195,3.99193943174786
"Flexible","Group B (tau=4)",4,195,3.9576103183164
"L0 (L=0.5)","Group B (tau=4)",4,195,3.99022112125917
"Pooled","Group B (tau=4)",4,195,2.57654233005703
"DP Bayes","Group A (tau=2)",2,196,1.96183411949375
"Flexible","Group A (tau=2)",2,196,1.95024392997643
"L0 (L=0.5)","Group A (tau=2)",2,196,1.96198572493219
"Pooled","Group A (tau=2)",2,196,2.57819218338333
"DP Bayes","Group B (tau=4)",4,196,4.01806422118516
"Flexible","Group B (tau=4)",4,196,3.96630148402887
"L0 (L=0.5)","Group B (tau=4)",4,196,4.01600725310269
"Pooled","Group B (tau=4)",4,196,2.57819218338333
"DP Bayes","Group A (tau=2)",2,197,1.99018859145578
"Flexible","Group A (tau=2)",2,197,1.99114043733749
"L0 (L=0.5)","Group A (tau=2)",2,197,1.99042033120986
"Pooled","Group A (tau=2)",2,197,2.61362345751014
"DP Bayes","Group B (tau=4)",4,197,4.06798205292683
"Flexible","Group B (tau=4)",4,197,4.08015480316322
"L0 (L=0.5)","Group B (tau=4)",4,197,4.06776408554412
"Pooled","Group B (tau=4)",4,197,2.61362345751014
"DP Bayes","Group A (tau=2)",2,198,2.00486781657458
"Flexible","Group A (tau=2)",2,198,1.99968919546445
"L0 (L=0.5)","Group A (tau=2)",2,198,1.99881602382698
"Pooled","Group A (tau=2)",2,198,2.62167488411394
"DP Bayes","Group B (tau=4)",4,198,4.07826956722188
"Flexible","Group B (tau=4)",4,198,4.0771012939715
"L0 (L=0.5)","Group B (tau=4)",4,198,4.07501222478351
"Pooled","Group B (tau=4)",4,198,2.62167488411394
"DP Bayes","Group A (tau=2)",2,199,1.96361324007127
"Flexible","Group A (tau=2)",2,199,1.96846100439047
"L0 (L=0.5)","Group A (tau=2)",2,199,1.96671390597151
"Pooled","Group A (tau=2)",2,199,2.58722917999559
"DP Bayes","Group B (tau=4)",4,199,4.02946161250998
"Flexible","Group B (tau=4)",4,199,4.0346003627834
"L0 (L=0.5)","Group B (tau=4)",4,199,4.03509815271841
"Pooled","Group B (tau=4)",4,199,2.58722917999559
"DP Bayes","Group A (tau=2)",2,200,1.98974864393118
"Flexible","Group A (tau=2)",2,200,2.00794151069253
"L0 (L=0.5)","Group A (tau=2)",2,200,1.99166626440689
"Pooled","Group A (tau=2)",2,200,2.58960648017567
"DP Bayes","Group B (tau=4)",4,200,3.98101415357108
"Flexible","Group B (tau=4)",4,200,3.95406099273018
"L0 (L=0.5)","Group B (tau=4)",4,200,3.98480031696947
"Pooled","Group B (tau=4)",4,200,2.58960648017567
"DP Bayes","Group A (tau=2)",2,201,2.0207470842199
"Flexible","Group A (tau=2)",2,201,2.01223824095124
"L0 (L=0.5)","Group A (tau=2)",2,201,2.01541021618377
"Pooled","Group A (tau=2)",2,201,2.59792780213668
"DP Bayes","Group B (tau=4)",4,201,3.958539930949
"Flexible","Group B (tau=4)",4,201,3.95176786786745
"L0 (L=0.5)","Group B (tau=4)",4,201,3.95713550269345
"Pooled","Group B (tau=4)",4,201,2.59792780213668
"DP Bayes","Group A (tau=2)",2,202,1.95242812483832
"Flexible","Group A (tau=2)",2,202,1.96183480548049
"L0 (L=0.5)","Group A (tau=2)",2,202,1.95837340029577
"Pooled","Group A (tau=2)",2,202,2.54494994152846
"DP Bayes","Group B (tau=4)",4,202,3.91139227322902
"Flexible","Group B (tau=4)",4,202,3.91360204933953
"L0 (L=0.5)","Group B (tau=4)",4,202,3.91362853773805
"Pooled","Group B (tau=4)",4,202,2.54494994152846
"DP Bayes","Group A (tau=2)",2,203,1.98956071419984
"Flexible","Group A (tau=2)",2,203,1.99715457508094
"L0 (L=0.5)","Group A (tau=2)",2,203,1.99285883216832
"Pooled","Group A (tau=2)",2,203,2.59652708804926
"DP Bayes","Group B (tau=4)",4,203,3.99271164897238
"Flexible","Group B (tau=4)",4,203,3.96725002101501
"L0 (L=0.5)","Group B (tau=4)",4,203,4.00508635177146
"Pooled","Group B (tau=4)",4,203,2.59652708804926
"DP Bayes","Group A (tau=2)",2,204,2.04107309048325
"Flexible","Group A (tau=2)",2,204,2.04624296290761
"L0 (L=0.5)","Group A (tau=2)",2,204,2.04263190133213
"Pooled","Group A (tau=2)",2,204,2.63097149902757
"DP Bayes","Group B (tau=4)",4,204,4.0083732010538
"Flexible","Group B (tau=4)",4,204,4.04023803679378
"L0 (L=0.5)","Group B (tau=4)",4,204,4.00376389365029
"Pooled","Group B (tau=4)",4,204,2.63097149902757
"DP Bayes","Group A (tau=2)",2,205,2.04075845934001
"Flexible","Group A (tau=2)",2,205,2.03366599723639
"L0 (L=0.5)","Group A (tau=2)",2,205,2.04008300456856
"Pooled","Group A (tau=2)",2,205,2.61933342796787
"DP Bayes","Group B (tau=4)",4,205,3.9679096363444
"Flexible","Group B (tau=4)",4,205,3.97980775659728
"L0 (L=0.5)","Group B (tau=4)",4,205,3.97091774923291
"Pooled","Group B (tau=4)",4,205,2.61933342796787
"DP Bayes","Group A (tau=2)",2,206,2.04715976966255
"Flexible","Group A (tau=2)",2,206,2.02399974941434
"L0 (L=0.5)","Group A (tau=2)",2,206,2.04793913223867
"Pooled","Group A (tau=2)",2,206,2.6399678094534
"DP Bayes","Group B (tau=4)",4,206,4.01830772175102
"Flexible","Group B (tau=4)",4,206,3.97042918261448
"L0 (L=0.5)","Group B (tau=4)",4,206,4.02136805628778
"Pooled","Group B (tau=4)",4,206,2.6399678094534
"DP Bayes","Group A (tau=2)",2,207,2.00646682510163
"Flexible","Group A (tau=2)",2,207,1.99770088574035
"L0 (L=0.5)","Group A (tau=2)",2,207,2.00724942263177
"Pooled","Group A (tau=2)",2,207,2.60310791753096
"DP Bayes","Group B (tau=4)",4,207,3.98557265814944
"Flexible","Group B (tau=4)",4,207,3.9778358966414
"L0 (L=0.5)","Group B (tau=4)",4,207,3.99344440562905
"Pooled","Group B (tau=4)",4,207,2.60310791753096
"DP Bayes","Group A (tau=2)",2,208,1.99979035193944
"Flexible","Group A (tau=2)",2,208,2.02473131945561
"L0 (L=0.5)","Group A (tau=2)",2,208,1.99853546684778
"Pooled","Group A (tau=2)",2,208,2.61235432991179
"DP Bayes","Group B (tau=4)",4,208,4.04585561003444
"Flexible","Group B (tau=4)",4,208,4.11980249390778
"L0 (L=0.5)","Group B (tau=4)",4,208,4.04459834372782
"Pooled","Group B (tau=4)",4,208,2.61235432991179
"DP Bayes","Group A (tau=2)",2,209,1.98486932308189
"Flexible","Group A (tau=2)",2,209,2.00492199135235
"L0 (L=0.5)","Group A (tau=2)",2,209,1.98120497167115
"Pooled","Group A (tau=2)",2,209,2.58199677856424
"DP Bayes","Group B (tau=4)",4,209,3.98027207605943
"Flexible","Group B (tau=4)",4,209,3.98829603573593
"L0 (L=0.5)","Group B (tau=4)",4,209,3.98384432798145
"Pooled","Group B (tau=4)",4,209,2.58199677856424
"DP Bayes","Group A (tau=2)",2,210,2.06689432953915
"Flexible","Group A (tau=2)",2,210,2.08474636357764
"L0 (L=0.5)","Group A (tau=2)",2,210,2.06896814095684
"Pooled","Group A (tau=2)",2,210,2.68094138764066
"DP Bayes","Group B (tau=4)",4,210,4.10977168680113
"Flexible","Group B (tau=4)",4,210,4.09049491696057
"L0 (L=0.5)","Group B (tau=4)",4,210,4.10887896323624
"Pooled","Group B (tau=4)",4,210,2.68094138764066
"DP Bayes","Group A (tau=2)",2,211,2.00025539175944
"Flexible","Group A (tau=2)",2,211,2.01577575608978
"L0 (L=0.5)","Group A (tau=2)",2,211,1.99796300375283
"Pooled","Group A (tau=2)",2,211,2.58994686910655
"DP Bayes","Group B (tau=4)",4,211,3.97028472990084
"Flexible","Group B (tau=4)",4,211,3.99532623834807
"L0 (L=0.5)","Group B (tau=4)",4,211,3.97124255493188
"Pooled","Group B (tau=4)",4,211,2.58994686910655
"DP Bayes","Group A (tau=2)",2,212,1.97653978459974
"Flexible","Group A (tau=2)",2,212,1.98428498095043
"L0 (L=0.5)","Group A (tau=2)",2,212,1.97189058155289
"Pooled","Group A (tau=2)",2,212,2.5722966136395
"DP Bayes","Group B (tau=4)",4,212,3.96978219693744
"Flexible","Group B (tau=4)",4,212,3.95424004374913
"L0 (L=0.5)","Group B (tau=4)",4,212,3.97324402184159
"Pooled","Group B (tau=4)",4,212,2.5722966136395
"DP Bayes","Group A (tau=2)",2,213,1.96479905334192
"Flexible","Group A (tau=2)",2,213,1.95560529504975
"L0 (L=0.5)","Group A (tau=2)",2,213,1.96308365176727
"Pooled","Group A (tau=2)",2,213,2.55937431717393
"DP Bayes","Group B (tau=4)",4,213,3.94568984687238
"Flexible","Group B (tau=4)",4,213,3.94528974203641
"L0 (L=0.5)","Group B (tau=4)",4,213,3.95071920312278
"Pooled","Group B (tau=4)",4,213,2.55937431717393
"DP Bayes","Group A (tau=2)",2,214,1.97685007502007
"Flexible","Group A (tau=2)",2,214,1.97264026871179
"L0 (L=0.5)","Group A (tau=2)",2,214,1.9767128359814
"Pooled","Group A (tau=2)",2,214,2.59819008342853
"DP Bayes","Group B (tau=4)",4,214,4.04926272562711
"Flexible","Group B (tau=4)",4,214,4.01826492379797
"L0 (L=0.5)","Group B (tau=4)",4,214,4.04830366080514
"Pooled","Group B (tau=4)",4,214,2.59819008342853
"DP Bayes","Group A (tau=2)",2,215,2.00147421015851
"Flexible","Group A (tau=2)",2,215,1.99961265735979
"L0 (L=0.5)","Group A (tau=2)",2,215,1.9974069341212
"Pooled","Group A (tau=2)",2,215,2.6097507261827
"DP Bayes","Group B (tau=4)",4,215,4.03681368251885
"Flexible","Group B (tau=4)",4,215,4.01421905420592
"L0 (L=0.5)","Group B (tau=4)",4,215,4.03855290765956
"Pooled","Group B (tau=4)",4,215,2.6097507261827
"DP Bayes","Group A (tau=2)",2,216,1.97727356170183
"Flexible","Group A (tau=2)",2,216,1.99434633132901
"L0 (L=0.5)","Group A (tau=2)",2,216,1.98706913268806
"Pooled","Group A (tau=2)",2,216,2.57758202025447
"DP Bayes","Group B (tau=4)",4,216,3.95532550467345
"Flexible","Group B (tau=4)",4,216,3.94924927902578
"L0 (L=0.5)","Group B (tau=4)",4,216,3.9554454245761
"Pooled","Group B (tau=4)",4,216,2.57758202025447
"DP Bayes","Group A (tau=2)",2,217,1.98208877130824
"Flexible","Group A (tau=2)",2,217,1.97969087968414
"L0 (L=0.5)","Group A (tau=2)",2,217,1.98438880805916
"Pooled","Group A (tau=2)",2,217,2.61128086182467
"DP Bayes","Group B (tau=4)",4,217,4.07399766135752
"Flexible","Group B (tau=4)",4,217,4.07830029496974
"L0 (L=0.5)","Group B (tau=4)",4,217,4.07402898727753
"Pooled","Group B (tau=4)",4,217,2.61128086182467
"DP Bayes","Group A (tau=2)",2,218,2.03048750966166
"Flexible","Group A (tau=2)",2,218,2.02814819062436
"L0 (L=0.5)","Group A (tau=2)",2,218,2.0310528625336
"Pooled","Group A (tau=2)",2,218,2.63666722666764
"DP Bayes","Group B (tau=4)",4,218,4.04405584009425
"Flexible","Group B (tau=4)",4,218,4.04400510266798
"L0 (L=0.5)","Group B (tau=4)",4,218,4.04976740964706
"Pooled","Group B (tau=4)",4,218,2.63666722666764
"DP Bayes","Group A (tau=2)",2,219,2.01993668241715
"Flexible","Group A (tau=2)",2,219,2.03109895086374
"L0 (L=0.5)","Group A (tau=2)",2,219,2.02224477483373
"Pooled","Group A (tau=2)",2,219,2.63242306193088
"DP Bayes","Group B (tau=4)",4,219,4.06138294556061
"Flexible","Group B (tau=4)",4,219,4.0800839888093
"L0 (L=0.5)","Group B (tau=4)",4,219,4.0561723984909
"Pooled","Group B (tau=4)",4,219,2.63242306193088
"DP Bayes","Group A (tau=2)",2,220,1.96052457255321
"Flexible","Group A (tau=2)",2,220,1.94715197789677
"L0 (L=0.5)","Group A (tau=2)",2,220,1.9609839120699
"Pooled","Group A (tau=2)",2,220,2.56154145823217
"DP Bayes","Group B (tau=4)",4,220,3.96709824551306
"Flexible","Group B (tau=4)",4,220,3.96134712760283
"L0 (L=0.5)","Group B (tau=4)",4,220,3.96284239927747
"Pooled","Group B (tau=4)",4,220,2.56154145823217
"DP Bayes","Group A (tau=2)",2,221,2.00114924497431
"Flexible","Group A (tau=2)",2,221,2.00006665371569
"L0 (L=0.5)","Group A (tau=2)",2,221,2.00969410423278
"Pooled","Group A (tau=2)",2,221,2.62732669679665
"DP Bayes","Group B (tau=4)",4,221,4.06192436634946
"Flexible","Group B (tau=4)",4,221,4.0250104296062
"L0 (L=0.5)","Group B (tau=4)",4,221,4.06846941277901
"Pooled","Group B (tau=4)",4,221,2.62732669679665
"DP Bayes","Group A (tau=2)",2,222,1.99237849887408
"Flexible","Group A (tau=2)",2,222,1.96818101676368
"L0 (L=0.5)","Group A (tau=2)",2,222,1.99528688597041
"Pooled","Group A (tau=2)",2,222,2.61204841885556
"DP Bayes","Group B (tau=4)",4,222,4.04474877594328
"Flexible","Group B (tau=4)",4,222,3.99353871272066
"L0 (L=0.5)","Group B (tau=4)",4,222,4.05115866225424
"Pooled","Group B (tau=4)",4,222,2.61204841885556
"DP Bayes","Group A (tau=2)",2,223,1.96582144707393
"Flexible","Group A (tau=2)",2,223,1.98117138010264
"L0 (L=0.5)","Group A (tau=2)",2,223,1.96959242692639
"Pooled","Group A (tau=2)",2,223,2.58518886582961
"DP Bayes","Group B (tau=4)",4,223,4.01777550089118
